mouse_ensembl_id,pos_id,mouse_gene_symbol,description,gene_biotype,chromosome_name,start_position,end_position,human_ensembl_id,human_gene_symbol
ENSMUSG00000000126,11:35809358-63627072,Wnt9a,"wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]",protein_coding,11,59197754,59224378,ENSG00000143816,WNT9A
ENSMUSG00000059900,6:115413776-118980203,Tmem40,transmembrane protein 40 [Source:MGI Symbol;Acc:MGI:2137870],protein_coding,6,115706092,115739371,ENSG00000088726,TMEM40
ENSMUSG00000059921,3:126967070-149860268,Unc5c,unc-5 netrin receptor C [Source:MGI Symbol;Acc:MGI:1095412],protein_coding,3,141170977,141540685,ENSG00000182168,UNC5C
ENSMUSG00000059921,3:127136685-149860268,Unc5c,unc-5 netrin receptor C [Source:MGI Symbol;Acc:MGI:1095412],protein_coding,3,141170977,141540685,ENSG00000182168,UNC5C
ENSMUSG00000059921,3:132284330-149860268,Unc5c,unc-5 netrin receptor C [Source:MGI Symbol;Acc:MGI:1095412],protein_coding,3,141170977,141540685,ENSG00000182168,UNC5C
ENSMUSG00000059921,3:135966956-148127038,Unc5c,unc-5 netrin receptor C [Source:MGI Symbol;Acc:MGI:1095412],protein_coding,3,141170977,141540685,ENSG00000182168,UNC5C
ENSMUSG00000059956,1:83531318-109440125,Serpinb12,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12 [Source:MGI Symbol;Acc:MGI:1919119]",protein_coding,1,106862179,106884810,ENSG00000166634,SERPINB12
ENSMUSG00000060030,11:35809358-63627072,Or2w3b,olfactory receptor family 2 subfamily W member 3B [Source:MGI Symbol;Acc:MGI:3030151],protein_coding,11,58621844,58630038,ENSG00000238243,OR2W3
ENSMUSG00000060131,2:106343051-134274315,Atp8b4,"ATPase, class I, type 8B, member 4 [Source:MGI Symbol;Acc:MGI:1859664]",protein_coding,2,126162893,126342594,ENSG00000104043,ATP8B4
ENSMUSG00000060131,2:106343051-138061588,Atp8b4,"ATPase, class I, type 8B, member 4 [Source:MGI Symbol;Acc:MGI:1859664]",protein_coding,2,126162893,126342594,ENSG00000104043,ATP8B4
ENSMUSG00000060131,2:108607222-137784113,Atp8b4,"ATPase, class I, type 8B, member 4 [Source:MGI Symbol;Acc:MGI:1859664]",protein_coding,2,126162893,126342594,ENSG00000104043,ATP8B4
ENSMUSG00000060170,11:35809358-63627072,Or2y6,olfactory receptor family 2 subfamily Y member 6 [Source:MGI Symbol;Acc:MGI:3031205],protein_coding,11,52103879,52104814,"",""
ENSMUSG00000060170,11:39435941-58117125,Or2y6,olfactory receptor family 2 subfamily Y member 6 [Source:MGI Symbol;Acc:MGI:3031205],protein_coding,11,52103879,52104814,"",""
ENSMUSG00000060212,8:112691719-127272752,Pcnx2,pecanex homolog 2 [Source:MGI Symbol;Acc:MGI:2445010],protein_coding,8,126478247,126625056,ENSG00000135749,PCNX2
ENSMUSG00000060212,8:119627135-129911543,Pcnx2,pecanex homolog 2 [Source:MGI Symbol;Acc:MGI:2445010],protein_coding,8,126478247,126625056,ENSG00000135749,PCNX2
ENSMUSG00000060212,8:119648807-129039065,Pcnx2,pecanex homolog 2 [Source:MGI Symbol;Acc:MGI:2445010],protein_coding,8,126478247,126625056,ENSG00000135749,PCNX2
ENSMUSG00000060212,8:126403486-129039065,Pcnx2,pecanex homolog 2 [Source:MGI Symbol;Acc:MGI:2445010],protein_coding,8,126478247,126625056,ENSG00000135749,PCNX2
ENSMUSG00000060227,2:106343051-134274315,Golm2,golgi membrane protein 2 [Source:MGI Symbol;Acc:MGI:2443129],protein_coding,2,121697451,121766701,ENSG00000166734,GOLM2
ENSMUSG00000060227,2:106343051-138061588,Golm2,golgi membrane protein 2 [Source:MGI Symbol;Acc:MGI:2443129],protein_coding,2,121697451,121766701,ENSG00000166734,GOLM2
ENSMUSG00000060227,2:108607222-137784113,Golm2,golgi membrane protein 2 [Source:MGI Symbol;Acc:MGI:2443129],protein_coding,2,121697451,121766701,ENSG00000166734,GOLM2
ENSMUSG00000060261,5:124251012-135511572,Gtf2i,general transcription factor II I [Source:MGI Symbol;Acc:MGI:1202722],protein_coding,5,134266688,134343614,ENSG00000263001,GTF2I
ENSMUSG00000060261,5:124251012-135570882,Gtf2i,general transcription factor II I [Source:MGI Symbol;Acc:MGI:1202722],protein_coding,5,134266688,134343614,ENSG00000263001,GTF2I
ENSMUSG00000060332,2:106343051-134274315,Tmc2,transmembrane channel-like gene family 2 [Source:MGI Symbol;Acc:MGI:2151017],protein_coding,2,130037114,130106365,ENSG00000149488,TMC2
ENSMUSG00000060332,2:106343051-138061588,Tmc2,transmembrane channel-like gene family 2 [Source:MGI Symbol;Acc:MGI:2151017],protein_coding,2,130037114,130106365,ENSG00000149488,TMC2
ENSMUSG00000060332,2:108607222-137784113,Tmc2,transmembrane channel-like gene family 2 [Source:MGI Symbol;Acc:MGI:2151017],protein_coding,2,130037114,130106365,ENSG00000149488,TMC2
ENSMUSG00000060371,5:124251012-135511572,Caln1,calneuron 1 [Source:MGI Symbol;Acc:MGI:2155987],protein_coding,5,130398296,130876253,ENSG00000183166,CALN1
ENSMUSG00000060371,5:124251012-135570882,Caln1,calneuron 1 [Source:MGI Symbol;Acc:MGI:2155987],protein_coding,5,130398296,130876253,ENSG00000183166,CALN1
ENSMUSG00000060419,5:124251012-135511572,Rps16-ps2,"ribosomal protein S16, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3704259]",processed_pseudogene,5,129205141,129205581,"",""
ENSMUSG00000060419,5:124251012-135570882,Rps16-ps2,"ribosomal protein S16, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3704259]",processed_pseudogene,5,129205141,129205581,"",""
ENSMUSG00000060477,6:91585075-114006765,Irak2,interleukin-1 receptor-associated kinase 2 [Source:MGI Symbol;Acc:MGI:2429603],protein_coding,6,113615428,113671987,ENSG00000134070,IRAK2
ENSMUSG00000060477,6:94125505-114040606,Irak2,interleukin-1 receptor-associated kinase 2 [Source:MGI Symbol;Acc:MGI:2429603],protein_coding,6,113615428,113671987,ENSG00000134070,IRAK2
ENSMUSG00000060477,6:97887040-114006765,Irak2,interleukin-1 receptor-associated kinase 2 [Source:MGI Symbol;Acc:MGI:2429603],protein_coding,6,113615428,113671987,ENSG00000134070,IRAK2
ENSMUSG00000060477,6:109696362-114012072,Irak2,interleukin-1 receptor-associated kinase 2 [Source:MGI Symbol;Acc:MGI:2429603],protein_coding,6,113615428,113671987,ENSG00000134070,IRAK2
ENSMUSG00000060636,16:27222692-38021943,Rpl35a,ribosomal protein L35A [Source:MGI Symbol;Acc:MGI:1928894],protein_coding,16,32876823,32880559,ENSG00000182899,RPL35A
ENSMUSG00000060724,6:89791333-97966510,Vmn1r47,vomeronasal 1 receptor 47 [Source:MGI Symbol;Acc:MGI:2148509],protein_coding,6,89993129,90004459,ENSG00000197617,VN1R5
ENSMUSG00000060765,11:35809358-63627072,Or2t46,olfactory receptor family 2 subfamily T member 46 [Source:MGI Symbol;Acc:MGI:3030159],protein_coding,11,58468556,58473191,ENSG00000203661,OR2T5
ENSMUSG00000060802,2:106343051-134274315,B2m,beta-2 microglobulin [Source:MGI Symbol;Acc:MGI:88127],protein_coding,2,121978167,121983564,ENSG00000166710,B2M
ENSMUSG00000060802,2:106343051-138061588,B2m,beta-2 microglobulin [Source:MGI Symbol;Acc:MGI:88127],protein_coding,2,121978167,121983564,ENSG00000166710,B2M
ENSMUSG00000060802,2:108607222-137784113,B2m,beta-2 microglobulin [Source:MGI Symbol;Acc:MGI:88127],protein_coding,2,121978167,121983564,ENSG00000166710,B2M
ENSMUSG00000060808,11:35809358-63627072,B9d1os,"B9 protein domain 1, opposite strand [Source:MGI Symbol;Acc:MGI:1920466]",lncRNA,11,61395209,61396539,"",""
ENSMUSG00000060816,6:89791333-97966510,Vmn1r52,vomeronasal 1 receptor 52 [Source:MGI Symbol;Acc:MGI:2148512],protein_coding,6,90151790,90158230,ENSG00000197617,VN1R5
ENSMUSG00000060918,11:35809358-63627072,Or1ad8,olfactory receptor family 1 subfamily AD member 8 [Source:MGI Symbol;Acc:MGI:1333747],protein_coding,11,50894423,50900503,"",""
ENSMUSG00000060918,11:39435941-58117125,Or1ad8,olfactory receptor family 1 subfamily AD member 8 [Source:MGI Symbol;Acc:MGI:1333747],protein_coding,11,50894423,50900503,"",""
ENSMUSG00000061118,5:124251012-135511572,Dnajc30,DnaJ heat shock protein family (Hsp40) member C30 [Source:MGI Symbol;Acc:MGI:1913364],protein_coding,5,135093056,135094716,ENSG00000176410,DNAJC30
ENSMUSG00000061118,5:124251012-135570882,Dnajc30,DnaJ heat shock protein family (Hsp40) member C30 [Source:MGI Symbol;Acc:MGI:1913364],protein_coding,5,135093056,135094716,ENSG00000176410,DNAJC30
ENSMUSG00000061195,2:106343051-134274315,Or4f4b,olfactory receptor family 4 subfamily F member 4B [Source:MGI Symbol;Acc:MGI:3031123],protein_coding,2,111311164,111314960,ENSG00000177693,OR4F4
ENSMUSG00000061195,2:106343051-138061588,Or4f4b,olfactory receptor family 4 subfamily F member 4B [Source:MGI Symbol;Acc:MGI:3031123],protein_coding,2,111311164,111314960,ENSG00000177693,OR4F4
ENSMUSG00000061195,2:108607222-137784113,Or4f4b,olfactory receptor family 4 subfamily F member 4B [Source:MGI Symbol;Acc:MGI:3031123],protein_coding,2,111311164,111314960,ENSG00000177693,OR4F4
ENSMUSG00000061353,6:115413776-118980203,Cxcl12,C-X-C motif chemokine ligand 12 [Source:MGI Symbol;Acc:MGI:103556],protein_coding,6,117145496,117158328,ENSG00000107562,CXCL12
ENSMUSG00000061393,9:118019954-122842140,Acvr2b,activin receptor IIB [Source:MGI Symbol;Acc:MGI:87912],protein_coding,9,119231184,119264061,ENSG00000114739,ACVR2B
ENSMUSG00000061410,8:112691719-127272752,Zcchc14,"zinc finger, CCHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2159407]",protein_coding,8,122325442,122379640,ENSG00000140948,ZCCHC14
ENSMUSG00000061410,8:114537131-125008212,Zcchc14,"zinc finger, CCHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2159407]",protein_coding,8,122325442,122379640,ENSG00000140948,ZCCHC14
ENSMUSG00000061410,8:119627135-129911543,Zcchc14,"zinc finger, CCHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2159407]",protein_coding,8,122325442,122379640,ENSG00000140948,ZCCHC14
ENSMUSG00000061410,8:119648807-129039065,Zcchc14,"zinc finger, CCHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2159407]",protein_coding,8,122325442,122379640,ENSG00000140948,ZCCHC14
ENSMUSG00000061410,8:121838387-125008212,Zcchc14,"zinc finger, CCHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2159407]",protein_coding,8,122325442,122379640,ENSG00000140948,ZCCHC14
ENSMUSG00000061462,11:35809358-63627072,Obscn,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:MGI Symbol;Acc:MGI:2681862]",protein_coding,11,58885082,59029996,ENSG00000154358,OBSCN
ENSMUSG00000061469,11:35809358-63627072,Msantd5,Myb/SANT DNA binding domain containing 5 [Source:MGI Symbol;Acc:MGI:3650740],protein_coding,11,51111300,51125880,ENSG00000285891,MSANTD5
ENSMUSG00000061469,11:39435941-58117125,Msantd5,Myb/SANT DNA binding domain containing 5 [Source:MGI Symbol;Acc:MGI:3650740],protein_coding,11,51111300,51125880,ENSG00000285891,MSANTD5
ENSMUSG00000061536,9:118019954-122842140,Sec22c,"SEC22 homolog C, vesicle trafficking protein [Source:MGI Symbol;Acc:MGI:2447871]",protein_coding,9,121509111,121534556,ENSG00000093183,SEC22C
ENSMUSG00000061616,1:83531318-109440125,Or9s13,olfactory receptor family 9 subfamily S member 13 [Source:MGI Symbol;Acc:MGI:107863],protein_coding,1,92545510,92551134,"",""
ENSMUSG00000061650,11:35809358-63627072,Med9,mediator complex subunit 9 [Source:MGI Symbol;Acc:MGI:2183151],protein_coding,11,59839032,59853031,ENSG00000141026,MED9
ENSMUSG00000061653,6:89791333-97966510,Vmn1r46,vomeronasal 1 receptor 46 [Source:MGI Symbol;Acc:MGI:2148519],protein_coding,6,89946295,89963703,ENSG00000197617,VN1R5
ENSMUSG00000061669,13:115369040-118966931,Rpl34-ps2,"ribosomal protein L34, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3648994]",processed_pseudogene,13,116290317,116290670,"",""
ENSMUSG00000061751,16:27222692-38021943,Kalrn,"kalirin, RhoGEF kinase [Source:MGI Symbol;Acc:MGI:2685385]",protein_coding,16,33789443,34393902,ENSG00000160145,KALRN
ENSMUSG00000061778,X:162633612-168704990,Mospd2,motile sperm domain containing 2 [Source:MGI Symbol;Acc:MGI:1924013],protein_coding,X,163719165,163763371,ENSG00000130150,MOSPD2
ENSMUSG00000061838,6:89791333-97966510,Suclg2,"succinate-Coenzyme A ligase, GDP-forming, beta subunit [Source:MGI Symbol;Acc:MGI:1306824]",protein_coding,6,95449990,95695781,ENSG00000172340,SUCLG2
ENSMUSG00000061838,6:91585075-114006765,Suclg2,"succinate-Coenzyme A ligase, GDP-forming, beta subunit [Source:MGI Symbol;Acc:MGI:1306824]",protein_coding,6,95449990,95695781,ENSG00000172340,SUCLG2
ENSMUSG00000061838,6:94125505-114040606,Suclg2,"succinate-Coenzyme A ligase, GDP-forming, beta subunit [Source:MGI Symbol;Acc:MGI:1306824]",protein_coding,6,95449990,95695781,ENSG00000172340,SUCLG2
ENSMUSG00000061838,6:94629421-110857727,Suclg2,"succinate-Coenzyme A ligase, GDP-forming, beta subunit [Source:MGI Symbol;Acc:MGI:1306824]",protein_coding,6,95449990,95695781,ENSG00000172340,SUCLG2
ENSMUSG00000061843,6:89791333-97966510,Vmn1r-ps32,"vomeronasal 1 receptor, pseudogene 32 [Source:MGI Symbol;Acc:MGI:3646782]",transcribed_unprocessed_pseudogene,6,90130029,90130984,"",""
ENSMUSG00000061952,11:35809358-63627072,Or1ad1,olfactory receptor family 1 subfamily AD member 1 [Source:MGI Symbol;Acc:MGI:3031211],protein_coding,11,50872794,50877420,"",""
ENSMUSG00000061952,11:39435941-58117125,Or1ad1,olfactory receptor family 1 subfamily AD member 1 [Source:MGI Symbol;Acc:MGI:3031211],protein_coding,11,50872794,50877420,"",""
ENSMUSG00000061979,5:124251012-135511572,Rcc1l,reculator of chromosome condensation 1 like [Source:MGI Symbol;Acc:MGI:2137600],protein_coding,5,134176893,134205613,ENSG00000274523,RCC1L
ENSMUSG00000061979,5:124251012-135570882,Rcc1l,reculator of chromosome condensation 1 like [Source:MGI Symbol;Acc:MGI:2137600],protein_coding,5,134176893,134205613,ENSG00000274523,RCC1L
ENSMUSG00000061983,10:22606097-53647231,Rps12,ribosomal protein S12 [Source:MGI Symbol;Acc:MGI:98105],protein_coding,10,23661081,23663173,"",""
ENSMUSG00000061983,10:22659757-45774910,Rps12,ribosomal protein S12 [Source:MGI Symbol;Acc:MGI:98105],protein_coding,10,23661081,23663173,"",""
ENSMUSG00000062006,3:126967070-149860268,Rpl34,ribosomal protein L34 [Source:MGI Symbol;Acc:MGI:1915686],protein_coding,3,130520480,130524047,ENSG00000109475,RPL34
ENSMUSG00000062006,3:127136685-149860268,Rpl34,ribosomal protein L34 [Source:MGI Symbol;Acc:MGI:1915686],protein_coding,3,130520480,130524047,ENSG00000109475,RPL34
ENSMUSG00000062074,10:22606097-53647231,Ccn6,cellular communication network factor 6 [Source:MGI Symbol;Acc:MGI:2685581],protein_coding,10,39026966,39039790,ENSG00000112761,CCN6
ENSMUSG00000062074,10:22659757-45774910,Ccn6,cellular communication network factor 6 [Source:MGI Symbol;Acc:MGI:2685581],protein_coding,10,39026966,39039790,ENSG00000112761,CCN6
ENSMUSG00000062115,11:35809358-63627072,Rai1,retinoic acid induced 1 [Source:MGI Symbol;Acc:MGI:103291],protein_coding,11,59995839,60090023,ENSG00000108557,RAI1
ENSMUSG00000062204,11:35809358-63627072,Or2y8,olfactory receptor family 2 subfamily Y member 8 [Source:MGI Symbol;Acc:MGI:3031207],protein_coding,11,52035420,52036355,"",""
ENSMUSG00000062204,11:39435941-58117125,Or2y8,olfactory receptor family 2 subfamily Y member 8 [Source:MGI Symbol;Acc:MGI:3031207],protein_coding,11,52035420,52036355,"",""
ENSMUSG00000062310,1:83531318-109440125,Glrp1,glutamine repeat protein 1 [Source:MGI Symbol;Acc:MGI:108038],protein_coding,1,88427593,88437788,"",""
ENSMUSG00000062345,1:83531318-109440125,Serpinb2,"serine (or cysteine) peptidase inhibitor, clade B, member 2 [Source:MGI Symbol;Acc:MGI:97609]",protein_coding,1,107439153,107463208,ENSG00000197632,SERPINB2
ENSMUSG00000062380,8:112691719-127272752,Tubb3,"tubulin, beta 3 class III [Source:MGI Symbol;Acc:MGI:107813]",protein_coding,8,124138163,124148754,ENSG00000258947,TUBB3
ENSMUSG00000062380,8:114537131-125008212,Tubb3,"tubulin, beta 3 class III [Source:MGI Symbol;Acc:MGI:107813]",protein_coding,8,124138163,124148754,ENSG00000258947,TUBB3
ENSMUSG00000062380,8:119627135-129911543,Tubb3,"tubulin, beta 3 class III [Source:MGI Symbol;Acc:MGI:107813]",protein_coding,8,124138163,124148754,ENSG00000258947,TUBB3
ENSMUSG00000062380,8:119648807-129039065,Tubb3,"tubulin, beta 3 class III [Source:MGI Symbol;Acc:MGI:107813]",protein_coding,8,124138163,124148754,ENSG00000258947,TUBB3
ENSMUSG00000062380,8:121838387-125008212,Tubb3,"tubulin, beta 3 class III [Source:MGI Symbol;Acc:MGI:107813]",protein_coding,8,124138163,124148754,ENSG00000258947,TUBB3
ENSMUSG00000062497,1:83531318-109440125,Or9s15,olfactory receptor family 9 subfamily S member 15 [Source:MGI Symbol;Acc:MGI:3031245],protein_coding,1,92522133,92525475,"",""
ENSMUSG00000062546,6:89791333-97966510,V1ra8,"vomeronasal 1 receptor, A8 [Source:MGI Symbol;Acc:MGI:2148513]",protein_coding,6,90179768,90182848,ENSG00000197617,VN1R5
ENSMUSG00000062590,1:83531318-109440125,Armc9,armadillo repeat containing 9 [Source:MGI Symbol;Acc:MGI:1926045],protein_coding,1,86082502,86206006,ENSG00000135931,ARMC9
ENSMUSG00000062609,16:91282318-97872819,Kcnj15,"potassium inwardly-rectifying channel, subfamily J, member 15 [Source:MGI Symbol;Acc:MGI:1310000]",protein_coding,16,95058417,95101119,ENSG00000157551,KCNJ15
ENSMUSG00000062646,2:106343051-134274315,Ganc,"glucosidase, alpha; neutral C [Source:MGI Symbol;Acc:MGI:1923301]",protein_coding,2,120234377,120292181,ENSG00000214013,GANC
ENSMUSG00000062646,2:106343051-138061588,Ganc,"glucosidase, alpha; neutral C [Source:MGI Symbol;Acc:MGI:1923301]",protein_coding,2,120234377,120292181,ENSG00000214013,GANC
ENSMUSG00000062646,2:108607222-137784113,Ganc,"glucosidase, alpha; neutral C [Source:MGI Symbol;Acc:MGI:1923301]",protein_coding,2,120234377,120292181,ENSG00000214013,GANC
ENSMUSG00000062694,6:91585075-114006765,Cav3,caveolin 3 [Source:MGI Symbol;Acc:MGI:107570],protein_coding,6,112436466,112449833,ENSG00000182533,CAV3
ENSMUSG00000062694,6:94125505-114040606,Cav3,caveolin 3 [Source:MGI Symbol;Acc:MGI:107570],protein_coding,6,112436466,112449833,ENSG00000182533,CAV3
ENSMUSG00000062694,6:97887040-114006765,Cav3,caveolin 3 [Source:MGI Symbol;Acc:MGI:107570],protein_coding,6,112436466,112449833,ENSG00000182533,CAV3
ENSMUSG00000062694,6:109696362-114012072,Cav3,caveolin 3 [Source:MGI Symbol;Acc:MGI:107570],protein_coding,6,112436466,112449833,ENSG00000182533,CAV3
ENSMUSG00000062713,16:91282318-97872819,Sim2,single-minded family bHLH transcription factor 2 [Source:MGI Symbol;Acc:MGI:98307],protein_coding,16,93885790,93927891,ENSG00000159263,SIM2
ENSMUSG00000062818,6:89791333-97966510,Vmn1r51,vomeronasal 1 receptor 51 [Source:MGI Symbol;Acc:MGI:1333759],protein_coding,6,90099578,90109246,ENSG00000197617,VN1R5
ENSMUSG00000063146,5:124251012-135511572,Clip2,CAP-GLY domain containing linker protein 2 [Source:MGI Symbol;Acc:MGI:1313136],protein_coding,5,134518237,134581288,ENSG00000106665,CLIP2
ENSMUSG00000063146,5:124251012-135570882,Clip2,CAP-GLY domain containing linker protein 2 [Source:MGI Symbol;Acc:MGI:1313136],protein_coding,5,134518237,134581288,ENSG00000106665,CLIP2
ENSMUSG00000063260,15:89334814-92227627,Syt10,synaptotagmin X [Source:MGI Symbol;Acc:MGI:1859546],protein_coding,15,89666596,89726063,ENSG00000110975,SYT10
ENSMUSG00000063386,11:35809358-63627072,Or2y15,olfactory receptor family 2 subfamily Y member 15 [Source:MGI Symbol;Acc:MGI:3031221],protein_coding,11,49346170,49354828,ENSG00000174339,OR2Y1
ENSMUSG00000063386,11:39435941-58117125,Or2y15,olfactory receptor family 2 subfamily Y member 15 [Source:MGI Symbol;Acc:MGI:3031221],protein_coding,11,49346170,49354828,ENSG00000174339,OR2Y1
ENSMUSG00000063428,10:22606097-53647231,Ddo,D-aspartate oxidase [Source:MGI Symbol;Acc:MGI:1925528],protein_coding,10,40506007,40557843,ENSG00000203797,DDO
ENSMUSG00000063428,10:22659757-45774910,Ddo,D-aspartate oxidase [Source:MGI Symbol;Acc:MGI:1925528],protein_coding,10,40506007,40557843,ENSG00000203797,DDO
ENSMUSG00000063488,9:118019954-122842140,Zkscan7,zinc finger with KRAB and SCAN domains 7 [Source:MGI Symbol;Acc:MGI:3040678],protein_coding,9,122714750,122727683,ENSG00000196345,ZKSCAN7
ENSMUSG00000063549,11:35809358-63627072,Or2w3,olfactory receptor family 2 subfamily W member 3 [Source:MGI Symbol;Acc:MGI:3030156],protein_coding,11,58549608,58560354,ENSG00000238243,OR2W3
ENSMUSG00000063564,11:35809358-63627072,Col23a1,"collagen, type XXIII, alpha 1 [Source:MGI Symbol;Acc:MGI:2653243]",protein_coding,11,51180747,51474745,ENSG00000050767,COL23A1
ENSMUSG00000063564,11:39435941-58117125,Col23a1,"collagen, type XXIII, alpha 1 [Source:MGI Symbol;Acc:MGI:2653243]",protein_coding,11,51180747,51474745,ENSG00000050767,COL23A1
ENSMUSG00000063583,1:83531318-109440125,Or9s14,olfactory receptor family 9 subfamily S member 14 [Source:MGI Symbol;Acc:MGI:3031244],protein_coding,1,92533504,92542528,"",""
ENSMUSG00000063652,11:35809358-63627072,Slc22a21,"solute carrier family 22 (organic cation transporter), member 21 [Source:MGI Symbol;Acc:MGI:1929481]",protein_coding,11,53840791,53871158,ENSG00000197375,SLC22A5
ENSMUSG00000063652,11:39435941-58117125,Slc22a21,"solute carrier family 22 (organic cation transporter), member 21 [Source:MGI Symbol;Acc:MGI:1929481]",protein_coding,11,53840791,53871158,ENSG00000197375,SLC22A5
ENSMUSG00000063684,2:106343051-134274315,Hadhb-ps,"hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta, pseudogene [Source:MGI Symbol;Acc:MGI:3651143]",processed_pseudogene,2,108779151,108780578,"",""
ENSMUSG00000063684,2:106343051-138061588,Hadhb-ps,"hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta, pseudogene [Source:MGI Symbol;Acc:MGI:3651143]",processed_pseudogene,2,108779151,108780578,"",""
ENSMUSG00000063684,2:108607222-137784113,Hadhb-ps,"hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta, pseudogene [Source:MGI Symbol;Acc:MGI:3651143]",processed_pseudogene,2,108779151,108780578,"",""
ENSMUSG00000063751,2:106343051-134274315,Platr8,pluripotency associated transcript 8 [Source:MGI Symbol;Acc:MGI:3652122],lncRNA,2,109732741,109743756,"",""
ENSMUSG00000063751,2:106343051-138061588,Platr8,pluripotency associated transcript 8 [Source:MGI Symbol;Acc:MGI:3652122],lncRNA,2,109732741,109743756,"",""
ENSMUSG00000063751,2:108607222-137784113,Platr8,pluripotency associated transcript 8 [Source:MGI Symbol;Acc:MGI:3652122],lncRNA,2,109732741,109743756,"",""
ENSMUSG00000063760,10:22606097-53647231,Rnf217,ring finger protein 217 [Source:MGI Symbol;Acc:MGI:3610311],protein_coding,10,31369189,31485180,ENSG00000146373,RNF217
ENSMUSG00000063760,10:22659757-45774910,Rnf217,ring finger protein 217 [Source:MGI Symbol;Acc:MGI:3610311],protein_coding,10,31369189,31485180,ENSG00000146373,RNF217
ENSMUSG00000063804,10:22606097-53647231,Lin28b,lin-28 homolog B [Source:MGI Symbol;Acc:MGI:3584032],protein_coding,10,45252716,45362491,ENSG00000187772,LIN28B
ENSMUSG00000063804,10:22659757-45774910,Lin28b,lin-28 homolog B [Source:MGI Symbol;Acc:MGI:3584032],protein_coding,10,45252716,45362491,ENSG00000187772,LIN28B
ENSMUSG00000063827,11:35809358-63627072,Or2y12,olfactory receptor family 2 subfamily Y member 12 [Source:MGI Symbol;Acc:MGI:3031216],protein_coding,11,49419074,49429518,"",""
ENSMUSG00000063827,11:39435941-58117125,Or2y12,olfactory receptor family 2 subfamily Y member 12 [Source:MGI Symbol;Acc:MGI:3031216],protein_coding,11,49419074,49429518,"",""
ENSMUSG00000063844,2:106343051-134274315,Or4f53,olfactory receptor family 4 subfamily F member 53 [Source:MGI Symbol;Acc:MGI:3031110],protein_coding,2,111084861,111092371,"",""
ENSMUSG00000063844,2:106343051-138061588,Or4f53,olfactory receptor family 4 subfamily F member 53 [Source:MGI Symbol;Acc:MGI:3031110],protein_coding,2,111084861,111092371,"",""
ENSMUSG00000063844,2:108607222-137784113,Or4f53,olfactory receptor family 4 subfamily F member 53 [Source:MGI Symbol;Acc:MGI:3031110],protein_coding,2,111084861,111092371,"",""
ENSMUSG00000063953,10:22606097-53647231,Amd2,S-adenosylmethionine decarboxylase 2 [Source:MGI Symbol;Acc:MGI:1333111],protein_coding,10,35584671,35587888,ENSG00000123505,AMD1
ENSMUSG00000063953,10:22659757-45774910,Amd2,S-adenosylmethionine decarboxylase 2 [Source:MGI Symbol;Acc:MGI:1333111],protein_coding,10,35584671,35587888,ENSG00000123505,AMD1
ENSMUSG00000064010,11:35809358-63627072,Dppa1,developmental pluripotency associated 1 [Source:MGI Symbol;Acc:MGI:2157522],protein_coding,11,46498599,46520088,"",""
ENSMUSG00000064010,11:39435941-58117125,Dppa1,developmental pluripotency associated 1 [Source:MGI Symbol;Acc:MGI:2157522],protein_coding,11,46498599,46520088,"",""
ENSMUSG00000064044,11:35809358-63627072,Or2ak6,olfactory receptor family 2 subfamily AK member 6 [Source:MGI Symbol;Acc:MGI:3030153],protein_coding,11,58589988,58594298,ENSG00000187080,OR2AK2
ENSMUSG00000064057,11:35809358-63627072,Scgb3a1,"secretoglobin, family 3A, member 1 [Source:MGI Symbol;Acc:MGI:1915912]",protein_coding,11,49554437,49555945,ENSG00000161055,SCGB3A1
ENSMUSG00000064057,11:39435941-58117125,Scgb3a1,"secretoglobin, family 3A, member 1 [Source:MGI Symbol;Acc:MGI:1915912]",protein_coding,11,49554437,49555945,ENSG00000161055,SCGB3A1
ENSMUSG00000064080,6:89791333-97966510,Fbln2,fibulin 2 [Source:MGI Symbol;Acc:MGI:95488],protein_coding,6,91189437,91249522,ENSG00000163520,FBLN2
ENSMUSG00000064177,6:91585075-114006765,Ghrl,ghrelin [Source:MGI Symbol;Acc:MGI:1930008],protein_coding,6,113693080,113696841,ENSG00000157017,GHRL
ENSMUSG00000064177,6:94125505-114040606,Ghrl,ghrelin [Source:MGI Symbol;Acc:MGI:1930008],protein_coding,6,113693080,113696841,ENSG00000157017,GHRL
